Transaction_ID,Transaction_Date,Customer_ID,Transaction_Category,Amount_USD,Currency,Department,Payment_Method,Transaction_Status,Approval_Code
TXN-000942,2024-01-13,CUST-0227,Investment,"$42,692.97",EUR,Treasury,Direct Debit,Completed,APR-91230
TXN-000943,2024-06-30,CUST-0011,Investment,"$32,083.39",USD,IT ,Bank Transfer,Completed,APR-62430
TXN-000944,2022-11-28,CUST-0208,Revenue,"$57,013.97",USD,Partnerships,Direct Debit,Completed,APR-61301
TXN-000945,2024-09-17,CUST-0241,Loan Repayment,"$16,032.48",USD,Finance,,Pending,
TXN-000946,2023-07-23,CUST-0104,Capital Expenditure,"$38,715.91",EUR,IT,Direct Debit,Completed,APR-36030
TXN-000947,2024-04-20,CUST-0061,Operating Expense,"$2,681.14",JPY,HR,Credit Card,Completed,APR-64259
TXN-000948,2023-10-28,CUST-0021,Revenue,"$23,308.85",USD,Partnerships,Credit Card,Completed,APR-92861
TXN-000949,2024-06-27,CUST-0028,Revenue,"$97,202.92",USD,Sales,Bank Transfer,Completed,APR-73131
TXN-000950,2022-05-27,CUST-0050,Refund,$773.16,CAD,Customer Success,Direct Debit,Completed,APR-18359
TXN-000951,2023-01-17,CUST-0058,Loan Repayment,"$8,644.96",USD,Finance,Bank Transfer,Completed,APR-51223
TXN-000952,2024-01-27,CUST-0153,Capital Expenditure,"$22,786.96",USD,IT,Direct Debit,Failed,
TXN-000953,2024-07-29,CUST-0042,Investment,"$21,024.27",GBP,Business Development,Cheque,Completed,APR-67352
TXN-000954,2024-04-26,CUST-0162,Revenue,"$31,602.27",USD,Business Development,,Pending,
TXN-000955,2023-11-26,CUST-0031,Revenue,"$46,279.93",USD,Sales,Direct Debit,Pending,
TXN-000956,2023-09-07,CUST-0234,Investment,"$17,084.58",USD,Treasury,,Failed,
TXN-000957,2022-10-17,CUST-0023,Tax Payment,"$7,684.13",JPY,Finance,Credit Card,Completed,APR-71523
TXN-000958,2024-09-11,CUST-0052,Operating Expense,"$5,716.70",USD,HR,Bank Transfer,Completed,APR-34388
TXN-000959,2022-09-05,CUST-0175,Investment,"$38,306.72",USD,Finance,Cheque,Completed,APR-14729
TXN-000960,2024-11-23,CUST-0202,Revenue,"$85,091.12",GBP,Partnerships,Direct Debit,Completed,APR-29462
TXN-000961,2023-05-21,CUST-0002,Refund,"$1,813.29",USD,Sales,,Failed,APR-96798
TXN-000962,2024-10-08,CUST-0167,Operating Expense,"$9,452.76",USD,Operations,Bank Transfer,Completed,APR-84324
TXN-000963,2023-12-14,CUST-0284,Operating Expense,"$2,733.86",USD,Marketing,Direct Debit,Completed,APR-52495
TXN-000964,2022-01-09,CUST-0116,Loan Repayment,"$7,050.16",EUR,Treasury,Internal Transfer,Completed,APR-41360
TXN-000965,2024-03-21,CUST-0062,Revenue,"$115,689.36",USD,Sales,Cheque,Completed,APR-62910
TXN-000966,2022-01-12,CUST-0001,Revenue,"$49,798.82",GBP,Partnerships,,Failed,
TXN-000967,2023-01-03,CUST-0062,Loan Repayment,"$16,499.35",GBP,Treasury,Bank Transfer,Completed,APR-50922
TXN-000968,2024-05-25,CUST-0223,Capital Expenditure,"$11,332.18",JPY,Operations,,Pending,APR-44624
TXN-000969,2022-01-01,CUST-0007,Operating Expense,"$4,962.05",USD,IT,Bank Transfer,Completed,APR-18732
TXN-000970,2024-10-01,CUST-0261,Revenue,"$45,391.75",USD,Partnerships,Bank Transfer,Completed,APR-15001
TXN-000971,2023-01-23,CUST-0038,Revenue,"$44,855.77",USD,Sales,Direct Debit,Completed,APR-44401
TXN-000972,2024-06-15,CUST-0078,Operating Expense,"$10,168.20",GBP,HR,Credit Card,Completed,APR-28997
TXN-000973,2023-07-14,CUST-0023,Investment,"$15,451.83",EUR,Business Development,Internal Transfer,Completed,APR-45183
TXN-000974,2024-10-11,CUST-0001,Capital Expenditure,"$32,269.26",EUR,Real Estate,Bank Transfer,Completed,APR-91838
TXN-000975,2024-01-06,CUST-0155,Capital Expenditure,"$11,461.54",USD,Real Estate,Credit Card,Completed,APR-44173
TXN-000976,2023-04-26,CUST-0003,Tax Payment,"$14,231.59",GBP,Legal,Bank Transfer,Completed,APR-69584
TXN-000977,2024-10-01,CUST-0107,Loan Repayment,"$11,362.31",USD,Treasury,Credit Card,Completed,APR-25382
TXN-000978,2023-05-27,CUST-0002,Loan Repayment,"$16,096.37",USD,Treasury,Bank Transfer,Completed,APR-68725
TXN-000979,2022-09-24,CUST-0223,Revenue,"$91,983.81",GBP,Business Development,Bank Transfer,Completed,APR-86171
TXN-000980,2024-09-24,CUST-0126,Revenue,"$53,238.26",USD,Partnerships,Bank Transfer,Completed,APR-90066
TXN-000981,2024-08-05,CUST-0042,Investment,"$38,749.84",GBP,Finance,Direct Debit,Completed,APR-49260
TXN-000982,2024-04-29,CUST-0139,Operating Expense,"$9,953.58",USD,Finance,,Pending,
TXN-000983,2024-08-19,CUST-0039,Tax Payment,"$3,783.29",USD,Finance,Cheque,Completed,APR-81110
TXN-000984,2024-05-06,CUST-0092,Revenue,"$21,581.17",USD,Business Development,Bank Transfer,Completed,APR-11310
TXN-000985,2024-10-22,CUST-0004,Revenue,"$29,963.15",USD,Partnerships,Crypto,Completed,APR-27188
TXN-000986,2022-09-28,CUST-0001,Tax Payment,"$40,265.99",USD,Legal,Direct Debit,Completed,APR-96782
TXN-000987,2024-05-26,CUST-0013,Operating Expense,"$4,623.97",USD,HR,Bank Transfer,Completed,APR-16495
TXN-000988,2024-05-16,CUST-0253,Revenue,"$23,319.88",USD,Business Development,Bank Transfer,Completed,APR-55411
TXN-000989,2024-05-08,CUST-0003,Operating Expense,"$5,569.55",GBP,HR ,Bank Transfer,Completed,APR-74302
TXN-000990,2023-02-19,CUST-0186,Capital Expenditure,"$20,683.06",EUR,Operations,Cheque,Completed,APR-31456
TXN-000991,2023-10-13,CUST-0136,Loan Repayment,"$14,351.22",USD,Finance,Bank Transfer,Completed,APR-24439
TXN-000992,2024-05-13,CUST-0011,Revenue,"$80,055.29",GBP,Business Development,Bank Transfer,Under Review,APR-73039
TXN-000993,2024-06-09,CUST-0057,Loan Repayment,"$14,632.17",USD,Treasury,Direct Debit,Completed,APR-11137
TXN-000994,2024-02-17,CUST-0109,Revenue,"$36,136.66",USD,Partnerships,,Failed,
TXN-000995,2022-11-08,CUST-0292,Refund,$503.64,USD,Finance,Bank Transfer,Completed,APR-87182
TXN-000996,2024-12-21,CUST-0031,Operating Expense,"$10,440.33",USD,IT,Direct Debit,Completed,APR-46842
TXN-000997,2023-03-10,CUST-0211,Investment,"$44,087.97",USD,Business Development,Bank Transfer,Completed,APR-94196
TXN-000998,2024-08-02,CUST-0011,Capital Expenditure,"$19,349.60",EUR,Operations,Bank Transfer,Completed,APR-81743
TXN-000999,2024-08-09,CUST-0020,Revenue,"$77,084.82",USD,Partnerships,Direct Debit,Completed,APR-22237
TXN-001000,2023-10-26,CUST-0243,Operating Expense,"$2,531.21",JPY,Marketing,Cheque,Completed,APR-16908
